0	1
the tyrants	Name_Calling,Labeling
Absolutely not	Loaded_Language
Absolutely not	Loaded_Language
those who have sanctioned the murder of the innocent in the womb	Name_Calling,Labeling
"those who have redefined marriage where a man can now ""marry"" a man and a woman can now ""marry"" a woman"	Name_Calling,Labeling
those who lie continuously, to them that steal and even kill	Name_Calling,Labeling
those	Repetition
the perverse, modern-day, professing Christians	Name_Calling,Labeling
the sheep	Name_Calling,Labeling
the children of God	Name_Calling,Labeling
crying out	Loaded_Language
teach such heresy	Loaded_Language
hostile corrupt civil authorities	Name_Calling,Labeling
corrupt civil authorities of all stripes	Name_Calling,Labeling
Of course, not	Loaded_Language
a “terror to good works	Name_Calling,Labeling
good, law-abiding people	Name_Calling,Labeling
execute wrath upon him that doeth evil	Loaded_Language
"execute wrath upon ""him that doeth good"	Loaded_Language
"Anyone who teaches that they have authority to execute wrath upon ""him that doeth good” is ignorant and uneducated in their misleadings"	Doubt
evil civil authority	Name_Calling,Labeling
the LORD God of the Hebrews	Name_Calling,Labeling
to tell him to obey or else	Appeal_to_fear-prejudice
the meekest man alive	Name_Calling,Labeling
the troubler of Israel	Name_Calling,Labeling
The tyrant	Name_Calling,Labeling
the LORD	Name_Calling,Labeling
violation of God's principles	Repetition
cried aloud	Loaded_Language
the tyrant	Repetition
the corrupt king	Name_Calling,Labeling
whoso falleth not down and worshippeth shall the same hour be cast into the midst of a burning fiery furnace	Appeal_to_fear-prejudice
the corrupt priests and the corrupt king	Name_Calling,Labeling
corrupt	Repetition
all of the evils	Loaded_Language
Absolutely not	Loaded_Language
The corrupt Pharisees	Name_Calling,Labeling
corrupt government	Name_Calling,Labeling
the impotent man	Name_Calling,Labeling
unlearned and ignorant men	Name_Calling,Labeling
tyrants	Name_Calling,Labeling
the wicked that were at war with Christ	Name_Calling,Labeling
the corrupt and wicked priests	Name_Calling,Labeling
the corrupt and wicked in government	Name_Calling,Labeling
wicked	Repetition
Furthermore, the individual that wrote the article teaching people to submit to authorities might want to take the time to read Romans 12:21 before perverting and twisting Romans 13, so that the next time he will not be guilty of twisting Scripture the way that Satan twists Scripture	Doubt
Maybe he should have taken the time to look to the founding forefathers and that document which they drew up called “The Declaration of Independence	Flag-Waving
Absolutely not	Repetition
Submit to those who lie continuously, to them that steal and even kill	Doubt
Nowhere	Repetition
A Fool’s Errand	Loaded_Language
created a ruckus	Loaded_Language
This isn’t a case where the underlying facts of the law changed. The only thing that changed was the administration	Doubt
deals a death blow	Loaded_Language
extremely restrictive handgun regulations in those countries	Exaggeration,Minimisation
it will be difficult, if not impossible	Exaggeration,Minimisation
make the already extremely difficult job of controlling access to guns practically impossible	Exaggeration,Minimisation
even more laughable	Loaded_Language
which have proven quite useless anyway	Doubt
The government has been no more effective at stopping criminals from getting guns than at stopping them from obtaining drugs	Doubt
"the government ""capitulated"	Loaded_Language
the administration “capitulated	Loaded_Language
a game changer	Loaded_Language
ghost guns	Name_Calling,Labeling
freaking out	Loaded_Language
toxic	Loaded_Language
we’ll destroy you	Appeal_to_fear-prejudice
homosexualist cabal	Name_Calling,Labeling
our enemies	Flag-Waving
“Good Tobin”	Name_Calling,Labeling
outrage	Loaded_Language
a life-long homosexual rapist and sexual predator	Name_Calling,Labeling
lame	Loaded_Language
perfectly	Loaded_Language
rotting	Loaded_Language
predatory gay priests	Name_Calling,Labeling
grossly corrupt and evil men	Loaded_Language
dedicated to the destruction of everything we want to preserve	Loaded_Language
wolves	Name_Calling,Labeling
Bad Tobin	Name_Calling,Labeling
dark forces	Loaded_Language
Well suck it up	Loaded_Language
manifestly evil and apostate men	Loaded_Language
Then it’s up to us	Slogans
wolf	Name_Calling,Labeling
then so be it	Thought-terminating_Cliches
“Allahu Akbar”	Repetition
Long live Hitler, to death the Jews	Slogans
“Allahu Akbar”	Repetition
Allahu Akbar	Repetition
Allahu Akbar	Repetition
"""Allah Akbar"""	Repetition
beaten her to death	Loaded_Language
“unbelievers”	Name_Calling,Labeling
“Infidel, you must die”	Loaded_Language
beheaded	Loaded_Language
Allahu Akbar	Repetition
really excited	Loaded_Language
demon	Name_Calling,Labeling
They're all crazy in Europe	Thought-terminating_Cliches
nuts	Loaded_Language
insane	Loaded_Language
Maybe it's the authorities who are insane	Doubt
“mentally ill”	Repetition
mental illness	Repetition
mental illness	Repetition
silly	Repetition
DOING	Loaded_Language
POLICIES	Loaded_Language
very	Loaded_Language
protect America	Flag-Waving
tough	Repetition
tough	Repetition
tough	Repetition
tougher	Repetition
tougher	Repetition
weakness on a pathetic scale	Exaggeration,Minimisation
silly	Loaded_Language
If President Trump were a mole, wouldn’t he have made life easier for Putin?	Doubt
Wouldn’t he have eased sanctions?	Doubt
Wouldn’t he have been less confrontational than Obama in Syria?	Doubt
Wouldn’t the President be making Putin’s attempts at expanding his influence easier?	Doubt
nastiness	Loaded_Language
protect America	Repetition
The Trump administration	Repetition
The Trump administration	Repetition
the Trump administration	Repetition
the Trump administration	Repetition
aggressive	Loaded_Language
our	Flag-Waving
our allies	Repetition
our allies	Repetition
hysteria	Loaded_Language
ridiculous	Loaded_Language
Trump has obviously been tougher against Russia than Obama ever was	Repetition
lethal	Loaded_Language
incredibly repressive	Loaded_Language
standard politician	Name_Calling,Labeling
more	Repetition
more	Repetition
puppet	Name_Calling,Labeling
never	Repetition
never	Repetition
never	Repetition
fascist	Name_Calling,Labeling
horrific	Loaded_Language
most flagrant lies ever dreamed up	Exaggeration,Minimisation
“greatest threat”	Exaggeration,Minimisation
America	Flag-Waving
hellbent	Loaded_Language
flagrant lies	Loaded_Language
At all	Exaggeration,Minimisation
neocon warhawks	Name_Calling,Labeling
ensnare	Loaded_Language
outright insane	Loaded_Language
war-ravaged dystopias	Loaded_Language
but not surprising, given this administration’s worship at the altar of gun rights	Doubt
a “troubling” and “dangerous” settlement	Name_Calling,Labeling
Why on earth	Loaded_Language
Why on earth would the Trump administration make it easier for terrorists and gunmen to produce undetectable plastic guns	Doubt
an avowed anarchist who hopes for a world in which governments can’t stop individuals from getting guns	Name_Calling,Labeling
Ghost guns are already a problem; they are used not just by lone shooters but as part of criminal enterprises. Releasing instructions for their manufacture, which now only circulate on the dark Web, will lead directly to the loss of more innocent lives. The administration should stop the State Department from going ahead with this foolhardy move, and Congress should act to plug the loopholes that these guns are designed to take advantage of	Appeal_to_fear-prejudice
put carnage a click away	Loaded_Language
weed out	Loaded_Language
felons, those with mental illness, domestic abusers or possible terrorists	Name_Calling,Labeling
ghost guns	Name_Calling,Labeling
Credit for this dangerous scenario — in which getting an AR-15-style rifle is just a matter of a few computer clicks — goes to the Trump administration for its inexplicable decision to settle a lawsuit it was on the verge of winning	Doubt
So it was stunning	Loaded_Language
this senseless decision	Loaded_Language
this foolhardy move	Loaded_Language
to plug the loopholes	Loaded_Language
Ghost guns are already a problem; they are used not just by lone shooters but as part of criminal enterprises	Bandwagon,Reductio_ad_hitlerum
lavender mafia	Name_Calling,Labeling
the most prolific serial predator	Exaggeration,Minimisation
#StopTheSynod	Slogans
manipulative	Loaded_Language
tragic	Loaded_Language
Influential	Repetition
influential	Repetition
influential	Repetition
Influential	Repetition
Influential	Repetition
Influential	Repetition
Influential	Repetition
Influential	Repetition
Influential	Repetition
influential	Repetition
Molester	Name_Calling,Labeling
Molester	Repetition
Molester	Repetition
Molester	Repetition
Molester	Repetition
Molester	Repetition
Molester	Repetition
Molester	Repetition
Molester	Repetition
tyrannical	Loaded_Language
earthquake	Loaded_Language
eerily	Loaded_Language
orgy	Loaded_Language
infuriating	Loaded_Language
pathetic and laughable	Loaded_Language
dreaded	Loaded_Language
Expose and rout every last predator	Slogans
Purge every homosexual from its clerical ranks	Slogans
pervasive prelate coverup	Loaded_Language
swarmy power brokers	Name_Calling,Labeling
reform the Church	Slogans
reform the Church	Slogans
predation is unrelenting	Loaded_Language
hijacked	Name_Calling,Labeling
St. Gallen Mafia	Name_Calling,Labeling
Are you thoroughly disgusted by this farce?	Loaded_Language
to hell	Loaded_Language
All credibility is lost	Slogans
infamous	Loaded_Language
infamous	Repetition
psycho babble	Loaded_Language
will destroy the future of the Church	Appeal_to_fear-prejudice
leftwing witch hunt	Name_Calling,Labeling
totally conflicted	Loaded_Language
push the envelope further	Loaded_Language
So much time and money wasted, so many lives ruined	Exaggeration,Minimisation
went all-in	Loaded_Language
Disgraceful	Loaded_Language
Prosecutors Doing Mueller’s ‘Dirty Work Are A Disgrace’ To America	Flag-Waving
PROSECUTORS DOING MUELLER’S ‘DIRTY WORK ARE A DISGRACE’ TO AMERICA	Flag-Waving
his 17 Angry Democrats that are doing his dirty work are a disgrace to USA	Flag-Waving
